Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Savings,Loan_Amount,Loan_Approved
37,72248,558,5,5,0.22,95705,263973,0
21,75798,421,0,5,0.8,12260,288772,0
24,113368,598,0,0,0.37,33350,68747,0
18,64116,680,0,1,0.75,42741,88525,0
61,95318,800,40,5,0.37,99214,70198,1
62,124186,596,33,0,0.75,46181,144009,1
59,147119,661,26,4,0.3,84446,192076,0
64,107902,762,38,5,0.62,1840,231311,0
30,48557,737,10,0,0.76,63422,218213,1
39,91334,426,19,3,0.53,18725,11493,0
38,95163,496,4,3,0.56,13299,233943,0
39,126719,520,12,0,0.13,51652,30957,1
45,143099,390,26,2,0.41,96525,104057,0
26,98002,710,0,4,0.72,91041,279645,0
43,62614,307,23,0,0.23,72095,137260,1
26,32720,843,7,5,0.64,33597,257868,0
32,77608,767,6,2,0.56,9707,245053,0
27,127449,619,8,0,0.22,49943,71332,1
41,122828,693,22,1,0.26,64803,248724,1
59,146613,568,27,5,0.37,94555,75681,0
25,92095,490,5,5,0.14,89377,191901,0
41,125924,360,19,3,0.74,86176,107475,0
33,104694,737,5,1,0.6,99162,209783,1
66,116452,563,40,1,0.32,76276,72050,1
43,107593,394,20,5,0.27,4155,20451,0
44,55892,769,13,4,0.57,24572,53393,0
54,126975,813,36,2,0.37,60694,129463,1
21,97242,493,0,3,0.22,67514,81969,0
67,136041,781,33,1,0.37,77033,6369,1
41,146202,635,10,3,0.7,45843,281212,0
36,97606,734,9,5,0.1,85967,129131,0
53,143769,495,28,2,0.33,36357,275260,1
56,138542,548,31,0,0.77,24167,179759,0
27,126438,797,0,1,0.06,72478,259083,1
42,20924,511,18,2,0.72,19983,201698,1
35,71322,765,12,3,0.33,36276,82622,0
36,46478,520,15,5,0.19,46279,81925,0
53,91042,572,35,2,0.06,60483,152927,1
27,66418,453,0,0,0.1,84113,234973,1
50,82217,548,18,2,0.18,72451,63251,1
67,120699,578,40,5,0.07,92869,196330,0
22,110140,739,2,3,0.3,3045,88274,0
64,100846,575,40,1,0.08,90716,20360,1
66,93762,813,40,1,0.57,43344,135167,1
52,31781,387,31,4,0.66,10564,229834,0
61,25515,804,27,3,0.72,12105,284600,0
51,137358,540,20,4,0.46,57754,218465,0
50,56133,535,25,4,0.76,21056,239359,0
38,102508,427,19,5,0.05,64565,219302,0
34,117628,802,9,5,0.15,48689,44959,0
39,96946,499,21,5,0.27,33135,282202,0
65,105058,842,40,0,0.64,33812,187564,1
54,29095,801,32,3,0.71,71047,57672,0
32,108583,791,10,1,0.51,23772,251846,0
52,40470,320,23,3,0.34,81957,61849,0
45,63129,533,27,5,0.55,93652,217380,0
24,28531,715,0,0,0.19,8775,224724,1
49,57038,447,15,3,0.39,93482,103563,0
28,107939,328,9,3,0.43,55523,245523,0
27,62674,660,0,4,0.13,11707,99391,0
26,147572,607,2,3,0.08,14372,114615,0
31,114658,461,0,4,0.61,96350,207521,0
30,102476,360,10,4,0.45,62526,78509,0
42,49831,424,19,2,0.3,66106,153047,1
19,77174,755,0,5,0.38,89143,125555,0
52,31279,370,25,0,0.77,54475,47392,1
24,58220,765,2,4,0.34,58201,18305,0
38,80610,542,6,3,0.13,28957,81215,0
35,72719,789,14,4,0.4,96814,267372,0
20,144936,520,2,4,0.54,57243,112864,0
59,73051,772,27,4,0.06,74752,88544,1
56,92013,832,22,1,0.3,76542,159546,1
58,76652,793,27,1,0.35,34993,8979,1
66,85524,381,40,1,0.4,35016,51343,1
28,102936,821,5,1,0.28,26354,5739,1
56,26470,311,26,2,0.55,49637,228254,0
41,87598,562,7,4,0.76,85762,168344,0
63,61798,748,40,2,0.74,84502,42339,1
36,144517,491,14,3,0.55,5848,118591,0
21,73473,413,0,5,0.43,43673,215868,0
43,39880,325,25,0,0.67,12783,142666,1
55,120117,798,25,2,0.68,65694,18185,1
59,64439,807,40,1,0.67,62865,148644,1
49,140944,844,19,1,0.17,54907,110784,1
56,34308,361,28,3,0.07,51669,153591,0
62,111563,528,38,4,0.79,11924,36953,1
63,116256,334,40,0,0.77,71178,24804,1
53,55081,755,35,2,0.47,71732,81286,1
57,95242,801,32,4,0.79,77691,22275,1
54,70383,324,20,4,0.63,78591,209490,0
50,29837,331,20,5,0.44,21152,247462,0
53,124135,311,22,5,0.34,9072,67068,0
20,72151,618,0,2,0.49,82501,127750,0
26,138128,300,3,2,0.44,45687,299745,0
25,56824,734,2,2,0.8,98526,57705,0
50,53073,435,25,2,0.42,22942,168441,1
23,132651,495,0,1,0.68,48417,49617,1
58,117624,432,37,4,0.66,93379,133240,0
56,113648,385,22,4,0.1,62259,282461,0
21,46299,775,0,1,0.12,6490,248154,0
30,119993,623,10,4,0.54,22719,46239,0
66,78861,479,40,2,0.24,50200,285226,1
19,50063,815,0,0,0.54,39684,7884,1
22,89453,474,0,5,0.16,19894,229469,0
61,141768,320,29,5,0.35,31837,172419,0
44,143299,404,10,4,0.13,53812,208803,0
49,88472,742,26,0,0.26,68282,154812,1
38,122166,348,11,5,0.12,91607,119297,0
25,34506,827,0,0,0.78,74706,17815,0
55,114341,444,21,1,0.35,99937,178963,1
25,99854,639,0,3,0.73,57132,165985,0
67,133604,653,38,4,0.78,79425,59860,1
20,46026,374,0,1,0.73,61161,135134,0
61,47672,618,29,1,0.39,20104,285606,1
20,58417,386,0,0,0.63,16140,148854,0
39,72413,341,8,4,0.17,94272,273758,0
23,144044,392,0,1,0.12,9152,71269,1
19,85066,806,0,2,0.71,49486,281088,0
40,79213,828,11,1,0.07,86277,6806,1
61,70971,564,31,2,0.78,39147,81993,0
19,47281,591,0,3,0.55,88890,203361,0
55,133978,763,26,2,0.36,9666,45126,1
34,48091,396,14,2,0.16,94939,38792,1
52,70494,394,32,0,0.59,35726,112978,1
51,123864,625,20,1,0.47,49689,41322,1
40,133755,373,13,3,0.58,47116,211579,0
47,38610,635,13,1,0.36,72420,147980,0
69,21079,367,37,2,0.1,78848,69627,1
25,115386,376,0,5,0.29,86534,256976,0
39,66751,507,18,2,0.29,4820,199715,0
61,106126,520,29,1,0.06,5322,97228,1
53,75432,561,20,3,0.06,39235,75102,1
22,50951,709,0,5,0.3,60961,101555,0
30,100863,630,0,3,0.6,51356,84558,0
46,98291,643,28,0,0.52,25923,179792,1
48,145659,373,24,2,0.23,89478,294174,1
64,79872,553,35,2,0.5,34750,44850,1
33,27235,631,0,0,0.54,98869,246322,1
59,102733,697,40,1,0.44,89448,129825,1
47,82712,644,15,2,0.44,22983,156688,1
33,41473,754,9,1,0.33,88610,201406,1
29,87567,414,0,3,0.14,6905,142733,0
34,126818,612,14,5,0.34,56483,193101,0
33,145849,527,5,5,0.31,26028,162119,0
29,127399,544,6,5,0.49,70609,182514,0
25,144421,825,2,4,0.69,53046,293087,0
37,99823,827,5,0,0.33,3234,39487,1
20,124215,726,0,5,0.58,81809,79769,0
33,129999,341,5,2,0.66,74167,74023,0
47,52230,764,13,0,0.21,56011,263975,1
62,104573,577,37,3,0.73,13061,16416,0
40,112588,318,15,3,0.1,50253,290003,0
45,88876,365,17,3,0.73,90354,92789,0
68,60644,466,40,3,0.17,45667,109766,1
57,68664,702,26,4,0.3,90240,23184,0
22,65203,708,0,1,0.5,59796,294990,0
37,86677,411,19,1,0.73,95898,231829,1
57,45425,573,39,5,0.24,65065,91995,1
61,143246,706,32,4,0.62,77386,262033,1
18,104817,672,0,1,0.58,31638,74798,0
47,127585,338,29,3,0.17,83455,189052,0
38,105961,404,9,1,0.41,24884,170957,1
37,120342,623,3,0,0.41,98016,114159,1
23,145740,713,0,5,0.28,31697,34924,0
39,117649,728,20,1,0.63,84620,191171,1
35,89806,360,2,0,0.74,96837,68113,1
25,62814,606,4,2,0.59,8114,267462,0
56,90219,653,31,0,0.78,31550,213769,1
49,69646,692,30,0,0.09,8469,82859,1
50,59884,503,19,3,0.08,48771,103558,1
33,115345,557,1,3,0.72,7492,145600,0
29,146062,785,3,5,0.72,2971,26441,0
55,120088,816,36,3,0.13,47350,144598,1
69,138198,745,35,0,0.32,10644,245659,1
51,89322,479,24,4,0.68,92705,6044,0
31,41650,641,5,3,0.15,65194,184959,1
53,114242,432,34,3,0.25,83632,5961,1
50,29190,742,16,0,0.56,13534,188038,1
40,58196,552,12,2,0.79,13768,284117,0
67,59449,564,33,2,0.65,23625,219980,1
62,59661,392,35,1,0.63,29660,106293,1
19,49709,710,0,5,0.31,90680,23344,0
58,130965,437,25,2,0.55,76176,181226,0
38,100428,507,20,3,0.13,21032,237450,1
19,95179,606,0,4,0.79,65935,75565,0
44,29943,565,12,1,0.41,38892,21272,1
26,63240,617,0,5,0.53,93125,184685,0
18,65760,412,0,4,0.71,75186,280248,0
28,41042,677,0,4,0.05,69379,239071,0
20,141770,753,0,3,0.78,25357,71455,0
69,63894,490,37,0,0.32,83512,236207,1
40,26869,739,13,0,0.3,1497,145435,1
43,81078,486,17,0,0.16,3134,61738,1
21,76759,666,0,2,0.69,19833,84791,0
35,125973,388,11,0,0.7,71948,6440,0
23,64306,486,1,5,0.06,33666,203327,0
52,128369,431,25,3,0.09,57600,180285,1
39,75371,675,14,2,0.74,70828,267699,0
60,40918,398,27,5,0.14,93923,112729,0
32,48379,333,3,0,0.52,98362,82648,0
39,140667,470,13,5,0.51,1026,131919,0
54,128475,665,27,4,0.7,13108,268679,0
69,110810,358,36,3,0.48,15470,151003,1
59,103232,480,32,3,0.38,30785,124773,1
29,22962,318,3,5,0.78,3253,49262,0
64,33851,525,40,1,0.22,65538,258902,1
66,137626,772,38,3,0.25,65889,29587,1
59,65747,394,36,4,0.11,21026,169112,1
55,145180,596,32,3,0.78,53807,75680,0
35,72349,474,3,1,0.58,63878,193334,0
62,90832,521,30,3,0.06,45258,118624,0
52,76356,353,22,3,0.58,95810,298947,0
47,34745,702,25,1,0.35,47147,152226,1
41,25730,617,10,3,0.78,46417,122930,0
59,33921,648,40,5,0.26,2086,239059,0
47,118430,742,18,2,0.58,25406,216731,0
31,91138,839,0,5,0.52,87987,28998,0
23,103111,581,0,3,0.06,76443,10786,1
20,39023,659,0,0,0.71,73659,64059,0
33,65349,307,2,0,0.15,92838,231897,1
24,146796,790,2,2,0.55,8084,206737,1
69,101533,640,40,3,0.63,86383,99450,1
31,103286,771,4,4,0.52,54493,204453,0
26,61979,548,1,3,0.12,23805,78984,0
32,42837,534,9,0,0.78,62786,191362,0
38,34997,382,6,1,0.23,15248,251069,0
52,124975,392,23,2,0.52,71003,32139,0
19,108603,693,0,1,0.65,26384,223326,0
44,65039,567,15,4,0.75,3896,295137,0
19,147394,716,0,3,0.5,11362,148995,0
52,40923,828,23,4,0.24,86048,24481,1
35,28876,552,9,1,0.68,87175,16422,1
31,80973,421,12,3,0.17,57032,232079,1
37,22887,309,7,5,0.07,62022,60296,0
35,83723,615,5,5,0.73,84254,263126,0
27,62422,572,2,4,0.48,91629,295019,0
42,122390,605,12,5,0.1,89998,22734,0
19,71413,509,0,5,0.48,84208,56700,0
42,122484,763,19,0,0.16,9937,18786,1
50,22841,715,27,5,0.07,48391,129258,1
53,144647,515,24,0,0.14,95079,59395,1
48,48756,379,19,2,0.63,88567,230242,0
31,91576,779,0,0,0.62,39696,120665,1
18,138248,846,0,0,0.5,54954,92773,1
63,30304,317,31,1,0.21,83617,107076,1
33,50341,464,0,0,0.6,12226,196994,1
63,24758,824,36,0,0.36,17858,40301,1
69,37010,501,40,1,0.43,96868,243045,1
20,147039,645,0,0,0.72,57848,197070,0
52,80758,665,20,5,0.39,40300,121582,0
58,51658,747,25,0,0.52,42470,64724,1
23,69002,812,0,2,0.77,26113,63976,0
42,123318,618,9,0,0.39,53096,288879,1
30,21375,516,8,0,0.47,23016,105344,0
51,119485,333,20,2,0.49,71920,25509,1
25,42092,565,6,1,0.23,18750,99934,1
38,20490,379,18,5,0.6,18445,171679,0
51,23729,712,20,0,0.59,95440,260927,1
21,25974,551,0,5,0.21,36075,118362,0
42,138222,311,10,4,0.06,17691,57540,1
32,105216,700,0,5,0.8,95610,177016,0
21,103860,581,3,1,0.49,75724,163222,0
62,147288,411,36,1,0.19,26860,207250,1
29,116870,677,0,0,0.26,31171,194835,1
49,41398,567,16,2,0.51,30421,128480,0
49,54650,597,19,1,0.15,43089,74128,1
45,41292,616,22,2,0.08,32990,128485,1
30,121291,808,12,4,0.65,66839,274382,0
48,123889,845,27,2,0.59,7486,106051,1
31,23159,664,11,3,0.28,72102,123913,1
37,118162,846,3,2,0.09,88077,129124,1
35,82766,570,16,1,0.41,70427,284951,1
46,114887,773,21,2,0.26,10046,161784,1
23,122834,836,0,2,0.35,30741,238097,0
49,37065,533,26,3,0.26,60089,251896,0
46,41638,358,27,3,0.18,6724,268289,1
60,21073,550,28,0,0.34,49347,261407,1
19,66511,385,0,1,0.77,23664,210908,0
40,104307,689,20,0,0.25,71886,117233,1
36,145274,479,9,3,0.3,80561,191723,0
48,120997,448,17,2,0.3,94761,142314,1
68,127866,420,37,3,0.41,10164,200077,1
22,49320,555,2,4,0.68,75906,64328,0
36,89876,608,18,2,0.35,33872,210705,1
51,54924,358,33,0,0.65,91366,255705,1
27,101720,368,8,2,0.14,90491,269136,0
42,60734,745,15,4,0.72,60879,41890,0
19,88116,687,0,3,0.19,48037,165466,0
28,60025,385,7,1,0.08,23985,130027,0
67,114503,526,37,5,0.17,89591,186029,0
48,22159,483,22,1,0.19,91702,219984,1
32,68940,621,8,1,0.43,58868,70353,1
26,99436,617,0,3,0.39,78925,28880,0
40,96976,698,20,1,0.59,20347,90520,1
36,34678,592,9,4,0.09,42623,33975,1
26,81075,592,0,3,0.42,17360,197688,0
52,67204,784,32,1,0.3,15214,125003,1
38,32021,746,10,5,0.52,28222,220497,0
26,26772,711,0,0,0.08,73279,253216,1
45,87163,807,12,3,0.08,35303,142421,0
63,129968,543,38,3,0.37,15698,28347,1
68,93755,719,40,2,0.66,30602,70923,1
24,43464,453,0,1,0.55,15947,110341,0
33,71137,723,13,0,0.06,53338,151830,1
33,50232,572,12,5,0.18,36537,7003,0
50,81497,819,20,4,0.22,23469,161679,0
21,128017,427,0,3,0.37,7486,205155,0
21,94024,672,0,4,0.49,73777,292816,0
56,120485,458,25,4,0.21,97390,46819,0
57,129898,475,33,4,0.34,20371,110408,0
34,71448,510,1,2,0.49,33524,167675,0
54,125468,746,32,4,0.34,66101,121707,1
56,104517,466,29,1,0.16,23474,112376,1
69,20901,759,40,1,0.42,79203,113777,1
46,107980,656,22,0,0.29,80337,176550,1
69,127594,603,38,0,0.7,48141,86714,1
53,103597,532,25,5,0.63,5405,134682,0
55,22881,626,26,4,0.19,3153,143568,0
56,49863,481,37,4,0.16,26131,33357,1
67,131362,633,40,2,0.31,20680,259704,1
54,25622,328,27,4,0.36,86233,51252,0
69,142740,392,40,4,0.75,54644,273031,0
52,21378,629,29,4,0.28,29283,11040,0
24,103168,483,0,3,0.7,94980,149512,0
44,113847,394,10,3,0.43,61357,133053,0
45,91186,652,19,2,0.71,88899,33371,0
39,65201,564,15,2,0.58,20646,143260,0
31,140767,318,0,1,0.58,40804,104542,0
24,127760,798,4,2,0.44,17036,50216,0
54,79251,438,21,5,0.68,7726,208464,0
39,92572,824,17,1,0.24,42160,289188,1
22,59255,554,4,4,0.73,19274,15620,0
19,83212,384,0,2,0.53,91123,287867,0
44,70210,757,16,5,0.38,88091,46503,0
38,145629,831,12,2,0.79,11168,225083,0
55,136736,391,30,2,0.7,16103,204023,0
32,42499,368,7,1,0.63,92437,140326,0
38,122552,336,16,1,0.26,31567,160582,1
27,71628,439,0,0,0.78,79743,107837,1
40,81360,477,22,1,0.61,24691,208124,0
56,24603,436,24,1,0.5,70092,74937,1
22,113309,489,0,3,0.74,41072,168194,0
18,147466,641,0,2,0.17,55118,179408,0
30,105473,304,0,1,0.15,34133,156894,1
38,32632,556,13,2,0.47,16893,51944,0
43,50607,542,23,2,0.09,82402,41002,1
67,111873,714,38,3,0.55,1656,22517,1
62,85756,642,33,2,0.23,42120,82366,1
38,66994,678,6,5,0.14,81632,277733,1
35,83382,445,11,1,0.36,58518,65117,1
54,90354,622,33,2,0.4,81983,132340,0
62,76344,421,36,0,0.18,20854,64264,1
49,73775,551,16,0,0.08,54212,64544,1
53,27349,610,23,3,0.36,88519,9627,1
34,91154,774,13,5,0.62,50696,123159,0
52,47464,791,26,1,0.71,97732,264123,1
66,62624,646,34,3,0.12,78582,202952,1
28,141897,786,0,0,0.44,67492,161526,1
38,146866,772,15,5,0.25,58795,265691,0
69,57344,681,40,1,0.33,25560,76634,1
43,145857,579,18,2,0.75,90711,108040,1
21,103791,371,0,1,0.31,87831,288485,0
51,44299,820,17,4,0.32,81391,282519,0
69,67975,665,40,1,0.21,52317,100642,1
65,21462,393,33,2,0.77,84539,70627,1
35,140209,672,16,4,0.39,79572,120145,0
57,101441,638,38,5,0.48,80380,262293,1
52,110456,736,25,3,0.39,1645,67515,1
58,101788,635,38,5,0.24,34146,6884,1
46,126540,791,21,1,0.66,40877,117586,1
69,60581,339,40,3,0.07,53736,90041,1
46,120372,658,17,1,0.57,45693,84738,0
55,91289,553,23,0,0.5,84060,110946,1
59,125541,697,28,0,0.16,21119,14595,1
38,34175,469,5,2,0.17,48679,90623,1
59,141704,810,28,5,0.54,93125,18918,0
30,26191,559,10,0,0.28,83581,133660,1
66,103434,758,40,4,0.25,14163,297128,1
58,104518,828,24,4,0.09,91123,282957,1
34,100158,640,3,1,0.62,88129,39999,1
26,86537,356,0,3,0.71,99691,63115,0
58,135721,517,28,4,0.66,31802,223773,0
18,67645,763,0,1,0.4,53175,177236,0
19,128536,546,0,3,0.45,94945,214849,0
65,43283,672,40,0,0.23,11111,113715,1
46,143153,716,20,1,0.18,60936,210991,1
50,106971,330,20,3,0.67,66526,286843,0
27,112759,667,2,2,0.65,22119,147553,0
67,79123,407,34,5,0.63,91211,88518,0
57,122780,717,37,5,0.4,62896,167406,1
38,50024,697,8,2,0.7,36539,123950,0
45,69630,571,24,4,0.74,90183,70625,0
28,50734,415,9,5,0.3,56387,230169,0
51,20515,555,19,3,0.22,93489,287934,0
25,130782,380,0,2,0.4,43823,53055,0
39,86727,427,12,4,0.18,70555,103163,0
25,117800,534,7,1,0.71,87190,153665,0
66,129164,480,40,1,0.3,48418,173818,1
32,66216,456,12,3,0.48,94870,42624,0
34,91833,753,10,3,0.5,49695,94713,1
40,78755,323,10,3,0.44,62936,158695,0
41,47856,772,11,5,0.17,17418,96471,0
62,134959,699,28,3,0.79,27742,252298,0
36,93870,433,18,2,0.18,80218,136220,1
22,44162,720,0,2,0.61,49028,291593,0
49,26008,512,29,4,0.64,78700,135670,0
61,27987,781,30,2,0.16,8618,186649,1
18,82532,647,0,5,0.75,69916,121405,0
40,116502,465,7,1,0.42,55628,149610,0
54,23332,647,27,4,0.52,90463,248491,0
25,86323,697,0,2,0.53,81699,187859,0
30,58990,734,9,3,0.43,86096,72899,0
25,29873,520,0,2,0.16,15725,201318,1
40,102542,607,9,0,0.61,42135,294652,1
60,105761,765,39,4,0.49,71223,121189,1
18,56444,398,0,5,0.14,46969,203059,0
62,55340,541,37,2,0.58,96498,250571,0
68,125219,457,40,2,0.58,68122,252595,1
41,25033,526,17,5,0.46,9056,20180,0
52,93324,722,25,1,0.12,71958,132151,1
41,35689,371,21,3,0.31,86578,129323,0
34,129756,542,15,3,0.09,61346,60003,1
22,107134,829,0,1,0.41,1952,188172,1
37,123016,344,11,1,0.73,96068,287463,0
38,115239,771,6,0,0.05,13521,290358,1
57,20066,670,23,5,0.25,11906,57861,1
48,134159,391,24,4,0.65,69514,101649,0
63,65246,321,31,3,0.06,43769,219281,1
53,27533,471,24,1,0.06,32275,54655,1
28,100639,491,3,1,0.51,44766,233485,0
69,90152,376,40,5,0.64,13343,193175,0
32,131581,580,13,4,0.63,78487,106401,0
36,135828,663,14,1,0.63,81227,116892,1
24,79658,478,6,0,0.32,78056,276801,0
68,58498,537,40,4,0.71,77862,121585,0
45,129028,434,22,0,0.06,31521,247717,1
68,31772,579,38,2,0.28,1805,172556,1
60,109385,318,32,3,0.3,36868,296721,0
22,69036,670,0,1,0.17,35343,183671,1
22,78531,411,0,4,0.3,78458,35558,0
47,139159,520,23,0,0.49,75327,231277,1
49,32940,603,19,3,0.44,36383,229446,0
25,138027,624,7,3,0.29,16040,264974,0
27,36932,736,4,1,0.61,26187,137282,0
55,115305,737,31,3,0.59,63678,68807,0
64,76827,469,31,1,0.26,97396,209666,1
49,81431,674,17,2,0.29,27525,269987,0
65,44648,680,40,1,0.27,39394,215943,1
45,132947,313,12,5,0.15,91672,286978,0
34,52966,799,0,0,0.61,83546,98263,1
48,47777,690,16,5,0.08,64989,188742,0
25,144661,848,5,3,0.16,40652,208252,0
57,52567,829,36,3,0.13,78510,115850,1
42,135259,791,13,3,0.67,75402,244204,0
26,37174,849,4,1,0.08,50200,88064,1
19,62598,684,0,4,0.55,84822,70553,0
32,144711,495,9,1,0.08,16015,252356,1
67,79199,599,40,0,0.64,61911,170127,1
20,33798,846,0,1,0.73,93206,38202,1
66,85364,607,40,3,0.42,57221,43805,1
53,37558,551,30,2,0.65,21695,112214,0
21,81084,307,0,0,0.58,25805,181010,0
31,64237,507,10,5,0.65,25190,225156,0
58,85497,430,25,2,0.63,8997,184596,1
58,20178,325,33,0,0.2,23752,183587,1
42,136932,753,18,0,0.42,19069,115168,1
67,106006,485,33,3,0.77,62485,76231,1
27,37118,783,0,5,0.31,58291,84414,0
38,42616,350,6,1,0.78,31508,259756,0
53,20798,304,34,5,0.49,88053,238888,0
29,27601,459,2,3,0.4,52574,9886,0
44,45363,507,14,3,0.54,52902,8771,0
57,22795,556,29,3,0.66,63426,64070,0
19,117462,504,0,2,0.35,9524,85630,0
30,65264,310,8,5,0.07,11071,221504,0
49,122892,307,29,5,0.58,42466,96210,0
48,92833,708,18,0,0.77,87132,182418,1
33,149688,331,11,4,0.52,51094,130890,0
49,23084,839,20,1,0.19,76317,160559,1
49,115865,686,18,3,0.24,41239,88764,1
51,96646,527,28,5,0.73,48560,135530,0
28,20731,774,2,5,0.06,46924,182010,0
27,21129,506,0,0,0.46,55542,284062,0
32,48022,617,7,1,0.17,93375,45345,1
34,21605,647,4,4,0.26,50264,144548,0
57,97506,533,35,4,0.28,68799,278005,1
35,129241,343,1,3,0.21,91538,198982,0
26,64130,441,6,4,0.64,39022,259488,0
42,49265,475,19,4,0.3,92178,92781,0
57,52330,748,26,1,0.31,36579,23767,1
31,88469,381,0,1,0.39,13571,239180,0
42,35187,434,11,3,0.73,83753,130274,0
67,45791,476,39,5,0.57,49225,117619,0
39,110436,682,11,0,0.1,8227,221261,1
69,90610,542,40,3,0.08,42189,144640,1
47,132341,440,24,2,0.47,15207,126652,1
37,111962,756,5,4,0.72,79208,110366,0
38,59867,739,9,0,0.29,54406,57650,1
61,136178,355,38,5,0.24,42783,160539,0
49,20893,826,31,5,0.61,86587,50577,0
68,119694,718,35,1,0.5,29879,262572,1
63,39773,387,31,2,0.47,29845,123352,0
66,24239,307,40,5,0.16,11015,64999,1
38,40863,776,4,2,0.18,83961,128958,0
52,71415,514,32,4,0.26,22496,160267,0
49,88968,796,29,1,0.21,1707,69383,1
47,120675,802,25,0,0.78,18767,164294,1
56,80430,544,22,1,0.06,27467,212111,1
66,139000,777,32,4,0.52,84222,299431,0
29,21515,608,6,5,0.44,8118,255323,0
58,117206,530,40,2,0.29,64884,63928,1
64,134210,682,40,4,0.72,12213,134895,1
35,124630,454,3,5,0.55,98021,25428,0
38,34605,474,14,3,0.8,82037,56138,0
30,76240,414,2,2,0.18,9868,237546,1
38,25586,689,7,4,0.12,52716,130606,0
25,121221,610,0,0,0.15,95869,94393,1
63,140419,599,37,0,0.25,43523,285276,1
57,142374,317,31,5,0.36,35028,185981,0
63,134205,311,30,5,0.7,11545,260129,0
24,51186,703,0,0,0.26,1357,30695,1
40,46928,531,13,3,0.74,22788,144969,0
61,118264,577,38,1,0.4,17802,224046,1
49,103087,652,30,0,0.54,55739,204257,1
28,142990,602,2,5,0.25,86875,271567,0
39,107029,840,16,5,0.17,2593,252055,0
39,40711,769,20,3,0.7,5602,178652,0
60,74962,376,28,0,0.13,76113,40210,1
42,40039,820,8,3,0.63,96865,209247,0
39,56561,323,6,0,0.49,11943,269739,0
45,95483,314,20,1,0.7,34012,181204,1
46,117871,824,19,4,0.59,71108,74611,0
30,101395,646,3,0,0.26,17250,80177,1
35,108658,471,8,4,0.48,83169,90862,0
19,21577,626,0,0,0.06,45053,66568,1
46,127792,784,28,1,0.41,40388,47095,1
38,48350,788,17,5,0.11,92707,89692,1
32,136908,761,12,4,0.37,72405,235287,0
69,127468,677,40,3,0.13,72507,145079,1
44,53798,463,15,0,0.77,50662,186197,0
67,117434,671,40,5,0.44,62311,65210,1
48,101417,723,29,0,0.73,80493,195826,1
32,30785,776,5,3,0.07,72504,280521,1
68,92227,681,40,1,0.53,87789,122790,1
40,138680,454,14,2,0.28,92477,137872,1
41,81957,556,14,0,0.37,57657,22192,1
61,85431,367,40,3,0.7,74183,42901,1
30,37297,643,5,2,0.79,26499,268113,0
39,91894,576,5,0,0.23,32785,172919,1
60,136869,690,26,4,0.76,82993,217209,0
54,83772,748,33,5,0.57,75536,249064,0
50,39581,558,21,5,0.76,53030,42473,0
20,75192,606,0,3,0.47,38909,297799,0
36,21462,394,10,4,0.77,35894,50814,0
40,148848,763,9,1,0.72,85124,258269,0
46,84173,545,15,2,0.15,73006,256697,0
47,35511,486,13,3,0.28,16473,181172,0
56,96106,672,37,0,0.23,82697,13947,1
61,68665,705,36,5,0.48,21063,171090,0
64,64414,707,40,0,0.65,79444,252668,1
42,101010,424,18,2,0.62,12850,236962,0
54,92573,636,21,4,0.6,1984,27510,0
64,113665,640,31,4,0.33,51450,110077,0
25,127803,477,0,3,0.15,57700,151145,0
59,139682,469,35,3,0.21,73723,144262,1
33,33386,338,8,4,0.61,94392,41855,0
25,144069,368,0,3,0.16,21339,42846,0
18,74460,535,0,4,0.22,39481,97079,0
61,26221,680,29,2,0.37,65351,84949,1
22,43474,356,0,3,0.1,53839,5768,0
20,126073,576,0,4,0.21,65236,32255,0
18,135375,398,0,3,0.16,80619,263464,0
21,132660,826,0,0,0.76,49287,250956,1
57,41045,624,31,5,0.19,61306,23691,1
52,111319,760,27,0,0.7,53197,241115,1
49,136582,478,18,1,0.14,26435,188214,1
59,125693,418,34,4,0.7,68621,113165,0
51,24922,768,32,1,0.5,31837,30993,1
60,131943,848,39,4,0.69,82719,119121,1
42,42706,754,19,5,0.7,36495,109537,0
27,62771,325,7,3,0.5,99680,17324,1
38,72335,789,18,4,0.74,40760,97981,0
63,118015,307,35,0,0.49,23084,198504,1
56,72949,815,29,3,0.58,38458,162234,1
44,90714,832,15,5,0.36,52946,37383,0
44,115558,448,13,0,0.74,67601,156858,0
19,35240,787,0,3,0.67,70218,263352,0
58,111756,324,26,4,0.18,60351,212026,0
65,122272,724,40,4,0.48,48561,167331,1
30,22716,592,2,0,0.72,51203,167723,0
26,36574,484,0,2,0.64,99024,79659,0
69,131815,730,40,4,0.77,97996,175828,1
53,103255,616,23,2,0.22,9820,280899,1
39,93717,697,16,3,0.33,58232,180738,0
59,131299,623,29,2,0.43,19757,225195,1
43,64066,845,21,0,0.22,47588,93802,1
29,135066,375,0,1,0.35,89682,159926,0
34,81826,785,4,1,0.45,9058,217314,1
31,40213,387,0,0,0.19,89388,155130,1
31,91916,531,6,1,0.24,80654,75084,1
51,86151,306,18,0,0.14,37742,165574,1
37,148518,849,7,4,0.59,73195,198269,0
28,137018,351,0,2,0.32,57980,19263,0
33,149024,695,15,1,0.22,71377,203160,1
68,70906,520,40,4,0.43,19335,282540,1
48,20463,727,23,1,0.1,48351,31455,1
